Company,Year,Ebitda
Leonardo S.p.a. (BIT:LDO),2016,1543.8
Leonardo S.p.a. (BIT:LDO),2017,1315.6
Leonardo S.p.a. (BIT:LDO),2018,1404.8
Leonardo S.p.a. (BIT:LDO),2019,1666.8
Leonardo S.p.a. (BIT:LDO),2020,1372.9
Leonardo S.p.a. (BIT:LDO),2021,1429.2
Leonardo S.p.a. (BIT:LDO),2022,1455.7
Leonardo S.p.a. (BIT:LDO),2023,1936.3
Leonardo S.p.a. (BIT:LDO),2024,2114.36
Leonardo S.p.a. (BIT:LDO),2025,19405.84
Leonardo S.p.a. (BIT:LDO),2026,2387.27
Leonardo S.p.a. (BIT:LDO),2027,2535.81
Smiths Group plc (LSE:SMIN),2016,723.7
Smiths Group plc (LSE:SMIN),2017,739.5
Smiths Group plc (LSE:SMIN),2018,440.8
Smiths Group plc (LSE:SMIN),2019,579.2
Smiths Group plc (LSE:SMIN),2020,393.4
Smiths Group plc (LSE:SMIN),2021,554.9
Smiths Group plc (LSE:SMIN),2022,585.3
Smiths Group plc (LSE:SMIN),2023,697.02
Smiths Group plc (LSE:SMIN),2024,765.88
Smiths Group plc (LSE:SMIN),2025,813.17
Smiths Group plc (LSE:SMIN),2026,900.91
Smiths Group plc (LSE:SMIN),2027,942.24
Schindler Holding AG (SWX:SCHN),2016,1337.1
Schindler Holding AG (SWX:SCHN),2017,1471.2
Schindler Holding AG (SWX:SCHN),2018,1579.9
Schindler Holding AG (SWX:SCHN),2019,1588.7
Schindler Holding AG (SWX:SCHN),2020,1394.7
Schindler Holding AG (SWX:SCHN),2021,1513.3
Schindler Holding AG (SWX:SCHN),2022,1222.9
Schindler Holding AG (SWX:SCHN),2023,1690.34
Schindler Holding AG (SWX:SCHN),2024,1803.74
Schindler Holding AG (SWX:SCHN),2025,1931.88
Schindler Holding AG (SWX:SCHN),2026,2019.26
Schindler Holding AG (SWX:SCHN),2027,2107.96
thyssenkrupp AG (XTRA:TKA),2016,1995.8
thyssenkrupp AG (XTRA:TKA),2017,887
thyssenkrupp AG (XTRA:TKA),2018,1716.7
thyssenkrupp AG (XTRA:TKA),2019,105
thyssenkrupp AG (XTRA:TKA),2020,-3531
thyssenkrupp AG (XTRA:TKA),2021,1491.8
thyssenkrupp AG (XTRA:TKA),2022,2232.4
thyssenkrupp AG (XTRA:TKA),2023,1745.22
thyssenkrupp AG (XTRA:TKA),2024,1869.14
thyssenkrupp AG (XTRA:TKA),2025,2148.63
thyssenkrupp AG (XTRA:TKA),2026,-132.4035714285482
thyssenkrupp AG (XTRA:TKA),2027,-251.2714285714174
OMRON Corporation (TSE:6645),2016,628.1
OMRON Corporation (TSE:6645),2017,771.1
OMRON Corporation (TSE:6645),2018,730.7
OMRON Corporation (TSE:6645),2019,600.5
OMRON Corporation (TSE:6645),2020,544.2
OMRON Corporation (TSE:6645),2021,716.5
OMRON Corporation (TSE:6645),2022,812
OMRON Corporation (TSE:6645),2023,828.26
OMRON Corporation (TSE:6645),2024,6380.82
OMRON Corporation (TSE:6645),2025,6478.72
OMRON Corporation (TSE:6645),2026,925.33
OMRON Corporation (TSE:6645),2027,995.66
Toshiba Corporation (TSE:6502),2016,-5888
Toshiba Corporation (TSE:6502),2017,7580
Toshiba Corporation (TSE:6502),2018,32.6
Toshiba Corporation (TSE:6502),2019,1050.2
Toshiba Corporation (TSE:6502),2020,405.1
Toshiba Corporation (TSE:6502),2021,1705.7
Toshiba Corporation (TSE:6502),2022,1395.6
Toshiba Corporation (TSE:6502),2023,1377.27
Toshiba Corporation (TSE:6502),2024,1601.14
Toshiba Corporation (TSE:6502),2025,3141.8928571432853
Toshiba Corporation (TSE:6502),2026,1766.03
Toshiba Corporation (TSE:6502),2027,3890.0857142863315
Mitsubishi Electric Corporation (TSE:6503),2016,2763.1
Mitsubishi Electric Corporation (TSE:6503),2017,3210.8
Mitsubishi Electric Corporation (TSE:6503),2018,3395.5
Mitsubishi Electric Corporation (TSE:6503),2019,3195.9
Mitsubishi Electric Corporation (TSE:6503),2020,2902.2
Mitsubishi Electric Corporation (TSE:6503),2021,3311.2
Mitsubishi Electric Corporation (TSE:6503),2022,2933.4
Mitsubishi Electric Corporation (TSE:6503),2023,3209.84
Mitsubishi Electric Corporation (TSE:6503),2024,36224.25
Mitsubishi Electric Corporation (TSE:6503),2025,3983.49
Mitsubishi Electric Corporation (TSE:6503),2026,4337.99
Mitsubishi Electric Corporation (TSE:6503),2027,4799.58
Dassault Aviation société anonyme (ENXTPA:AM),2016,397
Dassault Aviation société anonyme (ENXTPA:AM),2017,494.9
Dassault Aviation société anonyme (ENXTPA:AM),2018,582.3
Dassault Aviation société anonyme (ENXTPA:AM),2019,993.7
Dassault Aviation société anonyme (ENXTPA:AM),2020,472.2
Dassault Aviation société anonyme (ENXTPA:AM),2021,733.3
Dassault Aviation société anonyme (ENXTPA:AM),2022,782.4
Dassault Aviation société anonyme (ENXTPA:AM),2023,676.36
Dassault Aviation société anonyme (ENXTPA:AM),2024,783.2
Dassault Aviation société anonyme (ENXTPA:AM),2025,1016.98
Dassault Aviation société anonyme (ENXTPA:AM),2026,1139.52
Dassault Aviation société anonyme (ENXTPA:AM),2027,1393.1
DENSO Corporation (TSE:6902),2016,3754.1
DENSO Corporation (TSE:6902),2017,4443.8
DENSO Corporation (TSE:6902),2018,4138.1
DENSO Corporation (TSE:6902),2019,3684.1
DENSO Corporation (TSE:6902),2020,2007.6
DENSO Corporation (TSE:6902),2021,4645.5
DENSO Corporation (TSE:6902),2022,4882.3
DENSO Corporation (TSE:6902),2023,5192.4
DENSO Corporation (TSE:6902),2024,6601.23
DENSO Corporation (TSE:6902),2025,7167.6
DENSO Corporation (TSE:6902),2026,7581.96
DENSO Corporation (TSE:6902),2027,7991.03
BAE Systems plc (LSE:BA.),2016,2145.5
BAE Systems plc (LSE:BA.),2017,2213.5
BAE Systems plc (LSE:BA.),2018,2190.5
BAE Systems plc (LSE:BA.),2019,2361.7
BAE Systems plc (LSE:BA.),2020,2502.5
BAE Systems plc (LSE:BA.),2021,2700.4
BAE Systems plc (LSE:BA.),2022,3061.1
BAE Systems plc (LSE:BA.),2023,3980.07
BAE Systems plc (LSE:BA.),2024,36620.54
BAE Systems plc (LSE:BA.),2025,36222.79
BAE Systems plc (LSE:BA.),2026,5141.03
BAE Systems plc (LSE:BA.),2027,5315.88
"Fuji Electric Co., Ltd. (TSE:6504)",2016,476.3
"Fuji Electric Co., Ltd. (TSE:6504)",2017,574.1
"Fuji Electric Co., Ltd. (TSE:6504)",2018,595
"Fuji Electric Co., Ltd. (TSE:6504)",2019,558.5
"Fuji Electric Co., Ltd. (TSE:6504)",2020,490
"Fuji Electric Co., Ltd. (TSE:6504)",2021,709.2
"Fuji Electric Co., Ltd. (TSE:6504)",2022,850.4
"Fuji Electric Co., Ltd. (TSE:6504)",2023,882.73
"Fuji Electric Co., Ltd. (TSE:6504)",2024,1011.32
"Fuji Electric Co., Ltd. (TSE:6504)",2025,8113.56
"Fuji Electric Co., Ltd. (TSE:6504)",2026,1210.69
"Fuji Electric Co., Ltd. (TSE:6504)",2027,975.4999999999901
Nikon Corporation (TSE:7731),2016,562.5
Nikon Corporation (TSE:7731),2017,602
Nikon Corporation (TSE:7731),2018,707.7
Nikon Corporation (TSE:7731),2019,577.1
Nikon Corporation (TSE:7731),2020,3951.9
Nikon Corporation (TSE:7731),2021,546.9
Nikon Corporation (TSE:7731),2022,516
Nikon Corporation (TSE:7731),2023,563.53
Nikon Corporation (TSE:7731),2024,518.26
Nikon Corporation (TSE:7731),2025,628.87
Nikon Corporation (TSE:7731),2026,696.15
Nikon Corporation (TSE:7731),2027,1921.8714285714393
"Casio Computer Co.,Ltd. (TSE:6952)",2016,264.5
"Casio Computer Co.,Ltd. (TSE:6952)",2017,279.9
"Casio Computer Co.,Ltd. (TSE:6952)",2018,264.5
"Casio Computer Co.,Ltd. (TSE:6952)",2019,288.2
"Casio Computer Co.,Ltd. (TSE:6952)",2020,189.4
"Casio Computer Co.,Ltd. (TSE:6952)",2021,233.6
"Casio Computer Co.,Ltd. (TSE:6952)",2022,201.8
"Casio Computer Co.,Ltd. (TSE:6952)",2023,207.99
"Casio Computer Co.,Ltd. (TSE:6952)",2024,191.06
"Casio Computer Co.,Ltd. (TSE:6952)",2025,238.4
"Casio Computer Co.,Ltd. (TSE:6952)",2026,263.92
"Casio Computer Co.,Ltd. (TSE:6952)",2027,291.69
"Konica Minolta, Inc. (TSE:4902)",2016,750.2
"Konica Minolta, Inc. (TSE:4902)",2017,688.3
"Konica Minolta, Inc. (TSE:4902)",2018,5793.2
"Konica Minolta, Inc. (TSE:4902)",2019,551.4
"Konica Minolta, Inc. (TSE:4902)",2020,438.1
"Konica Minolta, Inc. (TSE:4902)",2021,504.6
"Konica Minolta, Inc. (TSE:4902)",2022,515.4
"Konica Minolta, Inc. (TSE:4902)",2023,541
"Konica Minolta, Inc. (TSE:4902)",2024,592.21
"Konica Minolta, Inc. (TSE:4902)",2025,652.72
"Konica Minolta, Inc. (TSE:4902)",2026,681.82
"Konica Minolta, Inc. (TSE:4902)",2027,644.92
GEA Group Aktiengesellschaft (XTRA:G1A),2016,415
GEA Group Aktiengesellschaft (XTRA:G1A),2017,5177.4
GEA Group Aktiengesellschaft (XTRA:G1A),2018,4917.8
GEA Group Aktiengesellschaft (XTRA:G1A),2019,293.9
GEA Group Aktiengesellschaft (XTRA:G1A),2020,5479.8
GEA Group Aktiengesellschaft (XTRA:G1A),2021,550.1
GEA Group Aktiengesellschaft (XTRA:G1A),2022,583.1
GEA Group Aktiengesellschaft (XTRA:G1A),2023,828.83
GEA Group Aktiengesellschaft (XTRA:G1A),2024,849.6
GEA Group Aktiengesellschaft (XTRA:G1A),2025,733.52142857193
GEA Group Aktiengesellschaft (XTRA:G1A),2026,858.09
GEA Group Aktiengesellschaft (XTRA:G1A),2027,857.82
"Oki Electric Industry Co., Ltd. (TSE:6703)",2016,170.9
"Oki Electric Industry Co., Ltd. (TSE:6703)",2017,85.6
"Oki Electric Industry Co., Ltd. (TSE:6703)",2018,186.7
"Oki Electric Industry Co., Ltd. (TSE:6703)",2019,230
"Oki Electric Industry Co., Ltd. (TSE:6703)",2020,2429
"Oki Electric Industry Co., Ltd. (TSE:6703)",2021,167.3
"Oki Electric Industry Co., Ltd. (TSE:6703)",2022,89.6
"Oki Electric Industry Co., Ltd. (TSE:6703)",2023,147.52
"Oki Electric Industry Co., Ltd. (TSE:6703)",2024,865.9071428571523
"Oki Electric Industry Co., Ltd. (TSE:6703)",2025,943.1142857142919
"Oki Electric Industry Co., Ltd. (TSE:6703)",2026,1020.3214285714316
"Oki Electric Industry Co., Ltd. (TSE:6703)",2027,1097.5285714285712
SEB SA (ENXTPA:SK),2016,608.8
SEB SA (ENXTPA:SK),2017,815.6
SEB SA (ENXTPA:SK),2018,7363.4
SEB SA (ENXTPA:SK),2019,878.2
SEB SA (ENXTPA:SK),2020,799.6
SEB SA (ENXTPA:SK),2021,991
SEB SA (ENXTPA:SK),2022,813.1
SEB SA (ENXTPA:SK),2023,1023.64
SEB SA (ENXTPA:SK),2024,1148.54
SEB SA (ENXTPA:SK),2025,1237.8
SEB SA (ENXTPA:SK),2026,352.7892857146219
SEB SA (ENXTPA:SK),2027,152.78571428609928
Fanuc Corporation (TSE:6954),2016,1173.8
Fanuc Corporation (TSE:6954),2017,1618.7
Fanuc Corporation (TSE:6954),2018,1571.8
Fanuc Corporation (TSE:6954),2019,949.9
Fanuc Corporation (TSE:6954),2020,909
Fanuc Corporation (TSE:6954),2021,1553.6
Fanuc Corporation (TSE:6954),2022,1602.7
Fanuc Corporation (TSE:6954),2023,1619.9
Fanuc Corporation (TSE:6954),2024,1162.49
Fanuc Corporation (TSE:6954),2025,1498.26
Fanuc Corporation (TSE:6954),2026,1734.26
Fanuc Corporation (TSE:6954),2027,1829.23
Shimadzu Corporation (TSE:7701),2016,308
Shimadzu Corporation (TSE:7701),2017,2629.2
Shimadzu Corporation (TSE:7701),2018,377.7
Shimadzu Corporation (TSE:7701),2019,382.6
Shimadzu Corporation (TSE:7701),2020,3096.5
Shimadzu Corporation (TSE:7701),2021,534.6
Shimadzu Corporation (TSE:7701),2022,542
Shimadzu Corporation (TSE:7701),2023,569.98
Shimadzu Corporation (TSE:7701),2024,608.29
Shimadzu Corporation (TSE:7701),2025,651.8
Shimadzu Corporation (TSE:7701),2026,696.79
Shimadzu Corporation (TSE:7701),2027,741.25
"Alps Alpine Co., Ltd. (TSE:6770)",2016,490.6
"Alps Alpine Co., Ltd. (TSE:6770)",2017,5630.6
"Alps Alpine Co., Ltd. (TSE:6770)",2018,668.7
"Alps Alpine Co., Ltd. (TSE:6770)",2019,550.9
"Alps Alpine Co., Ltd. (TSE:6770)",2020,6103
"Alps Alpine Co., Ltd. (TSE:6770)",2021,461.6
"Alps Alpine Co., Ltd. (TSE:6770)",2022,604.9
"Alps Alpine Co., Ltd. (TSE:6770)",2023,598.2
"Alps Alpine Co., Ltd. (TSE:6770)",2024,467.2
"Alps Alpine Co., Ltd. (TSE:6770)",2025,516.22
"Alps Alpine Co., Ltd. (TSE:6770)",2026,549.8
"Alps Alpine Co., Ltd. (TSE:6770)",2027,769.8142857148282
JVCKENWOOD Corporation (TSE:6632),2016,123.1
JVCKENWOOD Corporation (TSE:6632),2017,134.9
JVCKENWOOD Corporation (TSE:6632),2018,211.1
JVCKENWOOD Corporation (TSE:6632),2019,176.6
JVCKENWOOD Corporation (TSE:6632),2020,156.5
JVCKENWOOD Corporation (TSE:6632),2021,190.1
JVCKENWOOD Corporation (TSE:6632),2022,273.2
JVCKENWOOD Corporation (TSE:6632),2023,272.22
JVCKENWOOD Corporation (TSE:6632),2024,236.03
JVCKENWOOD Corporation (TSE:6632),2025,243.07
JVCKENWOOD Corporation (TSE:6632),2026,256.15
JVCKENWOOD Corporation (TSE:6632),2027,325.3857142857061
Agfa-Gevaert NV (ENXTBR:AGFB),2016,214.3
Agfa-Gevaert NV (ENXTBR:AGFB),2017,181.4
Agfa-Gevaert NV (ENXTBR:AGFB),2018,124.1
Agfa-Gevaert NV (ENXTBR:AGFB),2019,90.2
Agfa-Gevaert NV (ENXTBR:AGFB),2020,39.3
Agfa-Gevaert NV (ENXTBR:AGFB),2021,39.3
Agfa-Gevaert NV (ENXTBR:AGFB),2022,12.7
Agfa-Gevaert NV (ENXTBR:AGFB),2023,70.13
Agfa-Gevaert NV (ENXTBR:AGFB),2024,96.93
Agfa-Gevaert NV (ENXTBR:AGFB),2025,121.89
Agfa-Gevaert NV (ENXTBR:AGFB),2026,-143.2642857142832
Agfa-Gevaert NV (ENXTBR:AGFB),2027,-178.04285714285265
Aisin Corporation (TSE:7259),2016,2857
Aisin Corporation (TSE:7259),2017,3067.7
Aisin Corporation (TSE:7259),2018,3031.5
Aisin Corporation (TSE:7259),2019,2495.2
Aisin Corporation (TSE:7259),2020,2165.2
Aisin Corporation (TSE:7259),2021,3279.2
Aisin Corporation (TSE:7259),2022,2295.1
Aisin Corporation (TSE:7259),2023,2452.44
Aisin Corporation (TSE:7259),2024,2361.3785714288965
Aisin Corporation (TSE:7259),2025,3373.34
Aisin Corporation (TSE:7259),2026,3543.73
Aisin Corporation (TSE:7259),2027,3627.63
Safran SA (ENXTPA:SAF),2016,3868.4
Safran SA (ENXTPA:SAF),2017,3458.9
Safran SA (ENXTPA:SAF),2018,3515.1
Safran SA (ENXTPA:SAF),2019,5357
Safran SA (ENXTPA:SAF),2020,2922
Safran SA (ENXTPA:SAF),2021,2723.6
Safran SA (ENXTPA:SAF),2022,3974.5
Safran SA (ENXTPA:SAF),2023,4700.75
Safran SA (ENXTPA:SAF),2024,5644.08
Safran SA (ENXTPA:SAF),2025,6562.01
Safran SA (ENXTPA:SAF),2026,7183.55
Safran SA (ENXTPA:SAF),2027,7525.73
Yamaha Corporation (TSE:7951),2016,416.2
Yamaha Corporation (TSE:7951),2017,2866.4
Yamaha Corporation (TSE:7951),2018,431.4
Yamaha Corporation (TSE:7951),2019,466.5
Yamaha Corporation (TSE:7951),2020,300.4
Yamaha Corporation (TSE:7951),2021,462.1
Yamaha Corporation (TSE:7951),2022,411.4
Yamaha Corporation (TSE:7951),2023,436.57
Yamaha Corporation (TSE:7951),2024,462.77
Yamaha Corporation (TSE:7951),2025,545.96
Yamaha Corporation (TSE:7951),2026,582.43
Yamaha Corporation (TSE:7951),2027,-650.5142857141099
Advantest Corporation (TSE:6857),2016,1920.6
Advantest Corporation (TSE:6857),2017,132.3
Advantest Corporation (TSE:6857),2018,467.4
Advantest Corporation (TSE:6857),2019,438.9
Advantest Corporation (TSE:6857),2020,441.6
Advantest Corporation (TSE:6857),2021,788.8
Advantest Corporation (TSE:6857),2022,1216.6
Advantest Corporation (TSE:6857),2023,1281.53
Advantest Corporation (TSE:6857),2024,819.82
Advantest Corporation (TSE:6857),2025,1189.29
Advantest Corporation (TSE:6857),2026,1431.98
Advantest Corporation (TSE:6857),2027,1401.43
Yokogawa Electric Corporation (TSE:6841),2016,300.2
Yokogawa Electric Corporation (TSE:6841),2017,351
Yokogawa Electric Corporation (TSE:6841),2018,374.3
Yokogawa Electric Corporation (TSE:6841),2019,359.7
Yokogawa Electric Corporation (TSE:6841),2020,344.7
Yokogawa Electric Corporation (TSE:6841),2021,312.2
Yokogawa Electric Corporation (TSE:6841),2022,343.4
Yokogawa Electric Corporation (TSE:6841),2023,386.15
Yokogawa Electric Corporation (TSE:6841),2024,499.72
Yokogawa Electric Corporation (TSE:6841),2025,510.75
Yokogawa Electric Corporation (TSE:6841),2026,530.91
Yokogawa Electric Corporation (TSE:6841),2027,557.89
"Daikin Industries,Ltd. (TSE:6367)",2016,2153.4
"Daikin Industries,Ltd. (TSE:6367)",2017,2274.6
"Daikin Industries,Ltd. (TSE:6367)",2018,2455.4
"Daikin Industries,Ltd. (TSE:6367)",2019,2672.6
"Daikin Industries,Ltd. (TSE:6367)",2020,25432.6
"Daikin Industries,Ltd. (TSE:6367)",2021,3008.1
"Daikin Industries,Ltd. (TSE:6367)",2022,3581.2
"Daikin Industries,Ltd. (TSE:6367)",2023,3554.64
"Daikin Industries,Ltd. (TSE:6367)",2024,4013.86
"Daikin Industries,Ltd. (TSE:6367)",2025,4438.84
"Daikin Industries,Ltd. (TSE:6367)",2026,4868.21
"Daikin Industries,Ltd. (TSE:6367)",2027,5035.33
"Nintendo Co., Ltd. (TSE:7974)",2016,174
"Nintendo Co., Ltd. (TSE:7974)",2017,1121.8
"Nintendo Co., Ltd. (TSE:7974)",2018,1681.1
"Nintendo Co., Ltd. (TSE:7974)",2019,2028.7
"Nintendo Co., Ltd. (TSE:7974)",2020,11200.1
"Nintendo Co., Ltd. (TSE:7974)",2021,4048.8
"Nintendo Co., Ltd. (TSE:7974)",2022,3628.1
"Nintendo Co., Ltd. (TSE:7974)",2023,3386.23
"Nintendo Co., Ltd. (TSE:7974)",2024,3584.69
"Nintendo Co., Ltd. (TSE:7974)",2025,3006.74
"Nintendo Co., Ltd. (TSE:7974)",2026,3010.15
"Nintendo Co., Ltd. (TSE:7974)",2027,2866.9
HELLA GmbH & Co. KGaA (XTRA:HLE),2016,793.1
HELLA GmbH & Co. KGaA (XTRA:HLE),2017,979.4
HELLA GmbH & Co. KGaA (XTRA:HLE),2018,1114.7
HELLA GmbH & Co. KGaA (XTRA:HLE),2019,735.8
HELLA GmbH & Co. KGaA (XTRA:HLE),2020,8021.3
HELLA GmbH & Co. KGaA (XTRA:HLE),2021,557.9
HELLA GmbH & Co. KGaA (XTRA:HLE),2022,-51
HELLA GmbH & Co. KGaA (XTRA:HLE),2023,1157.6
HELLA GmbH & Co. KGaA (XTRA:HLE),2024,1284.04
HELLA GmbH & Co. KGaA (XTRA:HLE),2025,2492.5928571428635
HELLA GmbH & Co. KGaA (XTRA:HLE),2026,2618.7107142857244
HELLA GmbH & Co. KGaA (XTRA:HLE),2027,2744.8285714285853
LG Electronics Inc. (KOSE:A066570),2016,2098.9
LG Electronics Inc. (KOSE:A066570),2017,2950
LG Electronics Inc. (KOSE:A066570),2018,3313.2
LG Electronics Inc. (KOSE:A066570),2019,3280
LG Electronics Inc. (KOSE:A066570),2020,4534.5
LG Electronics Inc. (KOSE:A066570),2021,5033.3
LG Electronics Inc. (KOSE:A066570),2022,4846.9
LG Electronics Inc. (KOSE:A066570),2023,5439.86
LG Electronics Inc. (KOSE:A066570),2024,5902.74
LG Electronics Inc. (KOSE:A066570),2025,6339.09
LG Electronics Inc. (KOSE:A066570),2026,7130.374999999938
LG Electronics Inc. (KOSE:A066570),2027,7617.228571428483
Techtronic Industries Company Limited (SEHK:669),2016,554.2
Techtronic Industries Company Limited (SEHK:669),2017,635.4
Techtronic Industries Company Limited (SEHK:669),2018,738.9
Techtronic Industries Company Limited (SEHK:669),2019,818.1
Techtronic Industries Company Limited (SEHK:669),2020,1033.3
Techtronic Industries Company Limited (SEHK:669),2021,1375.2
Techtronic Industries Company Limited (SEHK:669),2022,1436.2
Techtronic Industries Company Limited (SEHK:669),2023,1589.44
Techtronic Industries Company Limited (SEHK:669),2024,1830.8
Techtronic Industries Company Limited (SEHK:669),2025,2060.97
Techtronic Industries Company Limited (SEHK:669),2026,2046.6142857142654
Techtronic Industries Company Limited (SEHK:669),2027,2204.4714285713967
Endress+Hauser AG,2016,335.3
Endress+Hauser AG,2017,371.8
Endress+Hauser AG,2018,458.4
Endress+Hauser AG,2019,481.3
Endress+Hauser AG,2020,483.6
Endress+Hauser AG,2021,575.4
Endress+Hauser AG,2022,634.8
Endress+Hauser AG,2023,667.3571428571404
Endress+Hauser AG,2024,714.8892857142803
Endress+Hauser AG,2025,762.42142857142
Endress+Hauser AG,2026,809.9535714285599
Endress+Hauser AG,2027,857.4857142856998
Acer Incorporated (TWSE:2353),2016,82.1
Acer Incorporated (TWSE:2353),2017,146.5
Acer Incorporated (TWSE:2353),2018,141.3
Acer Incorporated (TWSE:2353),2019,120.1
Acer Incorporated (TWSE:2353),2020,294.9
Acer Incorporated (TWSE:2353),2021,455.4
Acer Incorporated (TWSE:2353),2022,235.2
Acer Incorporated (TWSE:2353),2023,193.14
Acer Incorporated (TWSE:2353),2024,246.24
Acer Incorporated (TWSE:2353),2025,290.23
Acer Incorporated (TWSE:2353),2026,518.4607142856843
Acer Incorporated (TWSE:2353),2027,562.4142857142529
JTEKT Corporation (TSE:6473),2016,888
JTEKT Corporation (TSE:6473),2017,913.5
JTEKT Corporation (TSE:6473),2018,931
JTEKT Corporation (TSE:6473),2019,9284.9
JTEKT Corporation (TSE:6473),2020,412.2
JTEKT Corporation (TSE:6473),2021,11369
JTEKT Corporation (TSE:6473),2022,810.6
JTEKT Corporation (TSE:6473),2023,12702.08
JTEKT Corporation (TSE:6473),2024,998.77
JTEKT Corporation (TSE:6473),2025,1083.93
JTEKT Corporation (TSE:6473),2026,1164.96
JTEKT Corporation (TSE:6473),2027,9275.5999999999
"Samsung SDI Co., Ltd. (KOSE:A006400)",2016,-349.4
"Samsung SDI Co., Ltd. (KOSE:A006400)",2017,427.8
"Samsung SDI Co., Ltd. (KOSE:A006400)",2018,961.6
"Samsung SDI Co., Ltd. (KOSE:A006400)",2019,10050.6
"Samsung SDI Co., Ltd. (KOSE:A006400)",2020,1282.9
"Samsung SDI Co., Ltd. (KOSE:A006400)",2021,1720.2
"Samsung SDI Co., Ltd. (KOSE:A006400)",2022,2425.9
"Samsung SDI Co., Ltd. (KOSE:A006400)",2023,24280.07
"Samsung SDI Co., Ltd. (KOSE:A006400)",2024,3379.61
"Samsung SDI Co., Ltd. (KOSE:A006400)",2025,4284.06
"Samsung SDI Co., Ltd. (KOSE:A006400)",2026,5067.11
"Samsung SDI Co., Ltd. (KOSE:A006400)",2027,5618.1
"HORIBA, Ltd. (TSE:6856)",2016,169.7
"HORIBA, Ltd. (TSE:6856)",2017,230.5
"HORIBA, Ltd. (TSE:6856)",2018,241.9
"HORIBA, Ltd. (TSE:6856)",2019,1504.1
"HORIBA, Ltd. (TSE:6856)",2020,196.6
"HORIBA, Ltd. (TSE:6856)",2021,1852.3
"HORIBA, Ltd. (TSE:6856)",2022,383.5
"HORIBA, Ltd. (TSE:6856)",2023,1977.87
"HORIBA, Ltd. (TSE:6856)",2024,382.07
"HORIBA, Ltd. (TSE:6856)",2025,422.49
"HORIBA, Ltd. (TSE:6856)",2026,1614.010714285643
"HORIBA, Ltd. (TSE:6856)",2027,1751.1428571427787
Nihon Kohden Corporation (TSE:6849),2016,121.5
Nihon Kohden Corporation (TSE:6849),2017,119.2
Nihon Kohden Corporation (TSE:6849),2018,123.8
Nihon Kohden Corporation (TSE:6849),2019,139.7
Nihon Kohden Corporation (TSE:6849),2020,184.2
Nihon Kohden Corporation (TSE:6849),2021,256.4
Nihon Kohden Corporation (TSE:6849),2022,152.2
Nihon Kohden Corporation (TSE:6849),2023,168.44
Nihon Kohden Corporation (TSE:6849),2024,181.83
Nihon Kohden Corporation (TSE:6849),2025,195.43
Nihon Kohden Corporation (TSE:6849),2026,207.55
Nihon Kohden Corporation (TSE:6849),2027,226.54
Anritsu Corporation (TSE:6754),2016,48.6
Anritsu Corporation (TSE:6754),2017,65.7
Anritsu Corporation (TSE:6754),2018,98.7
Anritsu Corporation (TSE:6754),2019,130.2
Anritsu Corporation (TSE:6754),2020,169.9
Anritsu Corporation (TSE:6754),2021,144.9
Anritsu Corporation (TSE:6754),2022,131.6
Anritsu Corporation (TSE:6754),2023,124.56
Anritsu Corporation (TSE:6754),2024,105.41
Anritsu Corporation (TSE:6754),2025,125.71
Anritsu Corporation (TSE:6754),2026,133.98
Anritsu Corporation (TSE:6754),2027,152.75
"Delta Electronics, Inc. (TWSE:2308)",2016,925.3
"Delta Electronics, Inc. (TWSE:2308)",2017,924.5
"Delta Electronics, Inc. (TWSE:2308)",2018,906.1
"Delta Electronics, Inc. (TWSE:2308)",2019,1010.5
"Delta Electronics, Inc. (TWSE:2308)",2020,1441.1
"Delta Electronics, Inc. (TWSE:2308)",2021,1478.9
"Delta Electronics, Inc. (TWSE:2308)",2022,1843.7
"Delta Electronics, Inc. (TWSE:2308)",2023,1985.31
"Delta Electronics, Inc. (TWSE:2308)",2024,2336.8
"Delta Electronics, Inc. (TWSE:2308)",2025,2671.22
"Delta Electronics, Inc. (TWSE:2308)",2026,2985.42
"Delta Electronics, Inc. (TWSE:2308)",2027,3100.38
Lite-On Technology Corporation (TWSE:2301),2016,596.7
Lite-On Technology Corporation (TWSE:2301),2017,440.5
Lite-On Technology Corporation (TWSE:2301),2018,380.1
Lite-On Technology Corporation (TWSE:2301),2019,411.9
Lite-On Technology Corporation (TWSE:2301),2020,398.3
Lite-On Technology Corporation (TWSE:2301),2021,514.8
Lite-On Technology Corporation (TWSE:2301),2022,586.4
Lite-On Technology Corporation (TWSE:2301),2023,632.02
Lite-On Technology Corporation (TWSE:2301),2024,753.57
Lite-On Technology Corporation (TWSE:2301),2025,876.15
Lite-On Technology Corporation (TWSE:2301),2026,509.50357142857575
Lite-On Technology Corporation (TWSE:2301),2027,514.357142857144
Sonova Holding AG (SWX:SOON),2016,559.3
Sonova Holding AG (SWX:SOON),2017,644.5
Sonova Holding AG (SWX:SOON),2018,710.1
Sonova Holding AG (SWX:SOON),2019,774
Sonova Holding AG (SWX:SOON),2020,635.8
Sonova Holding AG (SWX:SOON),2021,994.6
Sonova Holding AG (SWX:SOON),2022,999.9
Sonova Holding AG (SWX:SOON),2023,1135.36
Sonova Holding AG (SWX:SOON),2024,1103.56
Sonova Holding AG (SWX:SOON),2025,1212.17
Sonova Holding AG (SWX:SOON),2026,1306.45
Sonova Holding AG (SWX:SOON),2027,1509.09
