Company,Year,Value,2023,2024,2025,2026,2027
Nabtesco Corporation (TSE:6268),2021.0,1460.17,,,,,
Nabtesco Corporation (TSE:6268),2022.0,1555.71,,,,,
Nabtesco Corporation (TSE:6268),,,1583.4442857144118,1629.560000000125,1675.6757142858382,1721.7914285715515,1767.9071428572647
National Instruments Corporation,2016.0,313.12,,,,,
National Instruments Corporation,2017.0,327.12,,,,,
National Instruments Corporation,2018.0,333.88,,,,,
National Instruments Corporation,2019.0,336.89,,,,,
National Instruments Corporation,2020.0,369.5,,,,,
National Instruments Corporation,2021.0,420.99,,,,,
National Instruments Corporation,2022.0,524.91,,,,,
National Instruments Corporation,,,497.8771428571137,528.5460714285398,559.2149999999658,589.8839285713918,620.5528571428179
"NetApp, Inc. (NasdaqGS:NTAP)",2016.0,2123.0,,,,,
"NetApp, Inc. (NasdaqGS:NTAP)",2017.0,2163.0,,,,,
"NetApp, Inc. (NasdaqGS:NTAP)",2018.0,2250.0,,,,,
"NetApp, Inc. (NasdaqGS:NTAP)",2019.0,1895.0,,,,,
"NetApp, Inc. (NasdaqGS:NTAP)",2020.0,1869.0,,,,,
"NetApp, Inc. (NasdaqGS:NTAP)",2021.0,2027.0,,,,,
"NetApp, Inc. (NasdaqGS:NTAP)",2022.0,2238.0,,,,,
"NetApp, Inc. (NasdaqGS:NTAP)",,,2036.7142857141896,2025.71428571419,2014.7142857141907,2003.7142857141912,1992.7142857141916
Nihon Kohden Corporation (TSE:6849),2016.0,567.42,,,,,
Nihon Kohden Corporation (TSE:6849),2017.0,610.35,,,,,
Nihon Kohden Corporation (TSE:6849),2018.0,618.0,,,,,
Nihon Kohden Corporation (TSE:6849),2019.0,655.09,,,,,
Nihon Kohden Corporation (TSE:6849),2020.0,651.3,,,,,
Nihon Kohden Corporation (TSE:6849),2021.0,660.14,,,,,
Nihon Kohden Corporation (TSE:6849),2022.0,658.57,,,,,
Nihon Kohden Corporation (TSE:6849),,,689.6000000000408,704.1117857143262,718.6235714286114,733.1353571428966,747.647142857182
Nikon Corporation (TSE:7731),2016.0,3072.61,,,,,
Nikon Corporation (TSE:7731),2017.0,2741.34,,,,,
Nikon Corporation (TSE:7731),2018.0,2712.07,,,,,
Nikon Corporation (TSE:7731),2019.0,2543.48,,,,,
Nikon Corporation (TSE:7731),2020.0,2076.54,,,,,
Nikon Corporation (TSE:7731),2021.0,2068.33,,,,,
Nikon Corporation (TSE:7731),2022.0,2138.73,,,,,
Nikon Corporation (TSE:7731),,,1795.7014285716211,1624.873214285916,1454.0450000002108,1283.2167857145057,1112.3885714288006
Ningbo Joyson Electronic Corp. (SHSE:600699),2016.0,2064.12,,,,,
Ningbo Joyson Electronic Corp. (SHSE:600699),2017.0,3064.31,,,,,
Ningbo Joyson Electronic Corp. (SHSE:600699),2018.0,6410.12,,,,,
Ningbo Joyson Electronic Corp. (SHSE:600699),2019.0,7146.41,,,,,
Ningbo Joyson Electronic Corp. (SHSE:600699),2020.0,5721.01,,,,,
Ningbo Joyson Electronic Corp. (SHSE:600699),2021.0,5562.67,,,,,
Ningbo Joyson Electronic Corp. (SHSE:600699),2022.0,6031.14,,,,,
Ningbo Joyson Electronic Corp. (SHSE:600699),,,7458.349999999866,8037.231071428429,8616.112142856991,9194.993214285554,9773.874285714119
"Nintendo Co., Ltd. (TSE:7974)",2016.0,1422.79,,,,,
"Nintendo Co., Ltd. (TSE:7974)",2017.0,4357.51,,,,,
"Nintendo Co., Ltd. (TSE:7974)",2018.0,4758.54,,,,,
"Nintendo Co., Ltd. (TSE:7974)",2019.0,4477.39,,,,,
"Nintendo Co., Ltd. (TSE:7974)",2020.0,5001.48,,,,,
"Nintendo Co., Ltd. (TSE:7974)",2021.0,4955.16,,,,,
"Nintendo Co., Ltd. (TSE:7974)",2022.0,5100.31,,,,,
"Nintendo Co., Ltd. (TSE:7974)",,,6077.711428571487,6523.097142857205,6968.482857142923,7413.868571428642,7859.254285714361
Northrop Grumman Corporation (NYSE:NOC),2016.0,18797.0,,,,,
Northrop Grumman Corporation (NYSE:NOC),2017.0,20074.0,,,,,
Northrop Grumman Corporation (NYSE:NOC),2018.0,23275.0,,,,,
Northrop Grumman Corporation (NYSE:NOC),2019.0,26582.0,,,,,
Northrop Grumman Corporation (NYSE:NOC),2020.0,29321.0,,,,,
Northrop Grumman Corporation (NYSE:NOC),2021.0,28399.0,,,,,
Northrop Grumman Corporation (NYSE:NOC),2022.0,29128.0,,,,,
Northrop Grumman Corporation (NYSE:NOC),,,32752.142857143226,34669.60714285741,36587.07142857158,38504.53571428576,40421.99999999994
OMRON Corporation (TSE:6645),2016.0,3224.34,,,,,
OMRON Corporation (TSE:6645),2017.0,3364.62,,,,,
OMRON Corporation (TSE:6645),2018.0,3413.03,,,,,
OMRON Corporation (TSE:6645),2019.0,2734.09,,,,,
OMRON Corporation (TSE:6645),2020.0,2392.17,,,,,
OMRON Corporation (TSE:6645),2021.0,2707.54,,,,,
OMRON Corporation (TSE:6645),2022.0,3118.51,,,,,
OMRON Corporation (TSE:6645),,,2614.541428571621,2519.8089285716283,2425.0764285716355,2330.3439285716427,2235.61142857165
"Oki Electric Industry Co., Ltd. (TSE:6703)",2016.0,2302.64,,,,,
"Oki Electric Industry Co., Ltd. (TSE:6703)",2017.0,2235.55,,,,,
"Oki Electric Industry Co., Ltd. (TSE:6703)",2018.0,2145.49,,,,,
"Oki Electric Industry Co., Ltd. (TSE:6703)",2019.0,2336.46,,,,,
"Oki Electric Industry Co., Ltd. (TSE:6703)",2020.0,1990.53,,,,,
"Oki Electric Industry Co., Ltd. (TSE:6703)",2021.0,1844.84,,,,,
"Oki Electric Industry Co., Ltd. (TSE:6703)",2022.0,1851.0,,,,,
"Oki Electric Industry Co., Ltd. (TSE:6703)",,,1773.6014285716353,1691.7692857144984,1609.9371428573618,1528.1050000002251,1446.2728571430885
Olympus Corporation (TSE:7733),2016.0,1678.58,,,,,
Olympus Corporation (TSE:7733),2017.0,1851.58,,,,,
Olympus Corporation (TSE:7733),2018.0,1874.18,,,,,
Olympus Corporation (TSE:7733),2019.0,1983.33,,,,,
Olympus Corporation (TSE:7733),2020.0,1836.01,,,,,
Olympus Corporation (TSE:7733),2021.0,1842.37,,,,,
Olympus Corporation (TSE:7733),2022.0,2086.45,,,,,
Olympus Corporation (TSE:7733),,,2045.6457142858528,2087.3250000001376,2129.004285714422,2170.683571428707,2212.3628571429917
Oracle Corporation (NYSE:ORCL),2016.0,7349.0,,,,,
Oracle Corporation (NYSE:ORCL),2017.0,7785.0,,,,,
Oracle Corporation (NYSE:ORCL),2018.0,8127.0,,,,,
Oracle Corporation (NYSE:ORCL),2019.0,8044.0,,,,,
Oracle Corporation (NYSE:ORCL),2020.0,7752.0,,,,,
Oracle Corporation (NYSE:ORCL),2021.0,8297.0,,,,,
Oracle Corporation (NYSE:ORCL),2022.0,11011.0,,,,,
Oracle Corporation (NYSE:ORCL),,,10000.000000000058,10415.535714285741,10831.071428571426,11246.607142857109,11662.142857142791
Panasonic Holdings Corporation (TSE:6752),2016.0,34390.54,,,,,
Panasonic Holdings Corporation (TSE:6752),2017.0,36899.62,,,,,
Panasonic Holdings Corporation (TSE:6752),2018.0,39291.69,,,,,
Panasonic Holdings Corporation (TSE:6752),2019.0,36518.11,,,,,
Panasonic Holdings Corporation (TSE:6752),2020.0,31333.76,,,,,
Panasonic Holdings Corporation (TSE:6752),2021.0,34577.2,,,,,
Panasonic Holdings Corporation (TSE:6752),2022.0,40132.2,,,,,
Panasonic Holdings Corporation (TSE:6752),,,36823.61857143173,36988.697500003174,37153.77642857462,37318.855357146065,37483.934285717514
Pantech Group Holdings Berhad (KLSE:PANTECH),2016.0,70.76,,,,,
Pantech Group Holdings Berhad (KLSE:PANTECH),2017.0,103.54,,,,,
Pantech Group Holdings Berhad (KLSE:PANTECH),2018.0,98.31,,,,,
Pantech Group Holdings Berhad (KLSE:PANTECH),2019.0,99.17,,,,,
Pantech Group Holdings Berhad (KLSE:PANTECH),2020.0,80.87,,,,,
Pantech Group Holdings Berhad (KLSE:PANTECH),2021.0,99.95,,,,,
Pantech Group Holdings Berhad (KLSE:PANTECH),2022.0,179.19,,,,,
Pantech Group Holdings Berhad (KLSE:PANTECH),,,147.49428571428436,158.232499999998,168.97071428571164,179.7089285714253,190.44714285713894
Parker-Hannifin Corporation (NYSE:PH),2016.0,8574.45,,,,,
Parker-Hannifin Corporation (NYSE:PH),2017.0,10082.14,,,,,
Parker-Hannifin Corporation (NYSE:PH),2018.0,10816.92,,,,,
Parker-Hannifin Corporation (NYSE:PH),2019.0,10599.25,,,,,
Parker-Hannifin Corporation (NYSE:PH),2020.0,9941.4,,,,,
Parker-Hannifin Corporation (NYSE:PH),2021.0,10608.04,,,,,
Parker-Hannifin Corporation (NYSE:PH),2022.0,12330.56,,,,,
Parker-Hannifin Corporation (NYSE:PH),,,12056.767142857303,12465.503214285862,12874.23928571442,13282.975357142981,13691.71142857154
Pioneer Natural Resources Company (NYSE:PXD),2016.0,1872.0,,,,,
Pioneer Natural Resources Company (NYSE:PXD),2017.0,2613.0,,,,,
Pioneer Natural Resources Company (NYSE:PXD),2018.0,5069.0,,,,,
Pioneer Natural Resources Company (NYSE:PXD),2019.0,5645.0,,,,,
Pioneer Natural Resources Company (NYSE:PXD),2020.0,4557.0,,,,,
Pioneer Natural Resources Company (NYSE:PXD),2021.0,8478.0,,,,,
Pioneer Natural Resources Company (NYSE:PXD),2022.0,11122.0,,,,,
Pioneer Natural Resources Company (NYSE:PXD),,,11189.142857142455,12580.857142856645,13972.571428570835,15364.285714285024,16755.999999999214
Pitney Bowes Inc. (NYSE:PBI),2016.0,1174.09,,,,,
Pitney Bowes Inc. (NYSE:PBI),2017.0,1281.68,,,,,
Pitney Bowes Inc. (NYSE:PBI),2018.0,1745.9,,,,,
Pitney Bowes Inc. (NYSE:PBI),2019.0,1877.9,,,,,
Pitney Bowes Inc. (NYSE:PBI),2020.0,2356.5,,,,,
Pitney Bowes Inc. (NYSE:PBI),2021.0,2504.5,,,,,
Pitney Bowes Inc. (NYSE:PBI),2022.0,2405.76,,,,,
Pitney Bowes Inc. (NYSE:PBI),,,2871.082857142723,3112.1989285712793,3353.314999999836,3594.4310714283924,3835.547142856949
RTX Corporation (NYSE:RTX),2016.0,41471.0,,,,,
RTX Corporation (NYSE:RTX),2017.0,44201.0,,,,,
RTX Corporation (NYSE:RTX),2018.0,27465.0,,,,,
RTX Corporation (NYSE:RTX),2019.0,34417.0,,,,,
RTX Corporation (NYSE:RTX),2020.0,48056.0,,,,,
RTX Corporation (NYSE:RTX),2021.0,51897.0,,,,,
RTX Corporation (NYSE:RTX),2022.0,53406.0,,,,,
RTX Corporation (NYSE:RTX),,,53243.0000000049,55806.85714286175,58370.714285718605,60934.571428575466,63498.42857143232
"Resideo Technologies, Inc. (NYSE:REZI)",2016.0,3090.0,,,,,
"Resideo Technologies, Inc. (NYSE:REZI)",2017.0,3203.0,,,,,
"Resideo Technologies, Inc. (NYSE:REZI)",2018.0,3404.0,,,,,
"Resideo Technologies, Inc. (NYSE:REZI)",2019.0,3698.0,,,,,
"Resideo Technologies, Inc. (NYSE:REZI)",2020.0,3727.0,,,,,
"Resideo Technologies, Inc. (NYSE:REZI)",2021.0,4262.0,,,,,
"Resideo Technologies, Inc. (NYSE:REZI)",2022.0,4604.0,,,,,
"Resideo Technologies, Inc. (NYSE:REZI)",,,4710.142857142878,4959.535714285717,5208.928571428556,5458.321428571395,5707.714285714234
"Revvity, Inc. (NYSE:RVTY)",2016.0,1100.76,,,,,
"Revvity, Inc. (NYSE:RVTY)",2017.0,1183.23,,,,,
"Revvity, Inc. (NYSE:RVTY)",2018.0,1437.06,,,,,
"Revvity, Inc. (NYSE:RVTY)",2019.0,1466.03,,,,,
"Revvity, Inc. (NYSE:RVTY)",2020.0,923.28,,,,,
"Revvity, Inc. (NYSE:RVTY)",2021.0,1358.62,,,,,
"Revvity, Inc. (NYSE:RVTY)",2022.0,1271.1,,,,,
"Revvity, Inc. (NYSE:RVTY)",,,1298.300000000021,1310.7292857143084,1323.1585714285955,1335.5878571428827,1348.01714285717
"Ricoh Company, Ltd. (TSE:7752)",2016.0,8313.85,,,,,
"Ricoh Company, Ltd. (TSE:7752)",2017.0,8573.62,,,,,
"Ricoh Company, Ltd. (TSE:7752)",2018.0,8478.89,,,,,
"Ricoh Company, Ltd. (TSE:7752)",2019.0,8559.45,,,,,
"Ricoh Company, Ltd. (TSE:7752)",2020.0,7508.89,,,,,
"Ricoh Company, Ltd. (TSE:7752)",2021.0,7689.4,,,,,
"Ricoh Company, Ltd. (TSE:7752)",2022.0,8793.01,,,,,
"Ricoh Company, Ltd. (TSE:7752)",,,8088.021428571326,8041.558571428474,7995.095714285622,7948.63285714277,7902.169999999918
Roche Holding AG (SWX:ROG),2016.0,16717.67,,,,,
Roche Holding AG (SWX:ROG),2017.0,17615.69,,,,,
Roche Holding AG (SWX:ROG),2018.0,18315.26,,,,,
Roche Holding AG (SWX:ROG),2019.0,19274.26,,,,,
Roche Holding AG (SWX:ROG),2020.0,17584.65,,,,,
Roche Holding AG (SWX:ROG),2021.0,21463.89,,,,,
Roche Holding AG (SWX:ROG),2022.0,20619.08,,,,,
Roche Holding AG (SWX:ROG),,,21465.788571428522,22132.574999999913,22799.3614285713,23466.147857142692,24132.93428571408
"Rockwell Automation, Inc. (NYSE:ROK)",2016.0,3438.1,,,,,
"Rockwell Automation, Inc. (NYSE:ROK)",2017.0,3725.5,,,,,
"Rockwell Automation, Inc. (NYSE:ROK)",2018.0,3798.3,,,,,
"Rockwell Automation, Inc. (NYSE:ROK)",2019.0,3872.7,,,,,
"Rockwell Automation, Inc. (NYSE:ROK)",2020.0,3671.8,,,,,
"Rockwell Automation, Inc. (NYSE:ROK)",2021.0,4289.1,,,,,
"Rockwell Automation, Inc. (NYSE:ROK)",2022.0,4717.6,,,,,
"Rockwell Automation, Inc. (NYSE:ROK)",,,4621.757142857261,4794.585714285821,4967.414285714382,5140.242857142942,5313.071428571502
Rolls-Royce Holdings plc (LSE:RR.),2016.0,14420.15,,,,,
Rolls-Royce Holdings plc (LSE:RR.),2017.0,14965.33,,,,,
Rolls-Royce Holdings plc (LSE:RR.),2018.0,17643.92,,,,,
Rolls-Royce Holdings plc (LSE:RR.),2019.0,18996.56,,,,,
Rolls-Royce Holdings plc (LSE:RR.),2020.0,12601.24,,,,,
Rolls-Royce Holdings plc (LSE:RR.),2021.0,11027.6,,,,,
Rolls-Royce Holdings plc (LSE:RR.),2022.0,13068.71,,,,,
Rolls-Royce Holdings plc (LSE:RR.),,,12250.150000000996,11643.990714286792,11037.831428572586,10431.672142858382,9825.512857144178
"Roper Technologies, Inc. (NasdaqGS:ROP)",2016.0,1457.5,,,,,
"Roper Technologies, Inc. (NasdaqGS:ROP)",2017.0,1742.7,,,,,
"Roper Technologies, Inc. (NasdaqGS:ROP)",2018.0,1911.7,,,,,
"Roper Technologies, Inc. (NasdaqGS:ROP)",2019.0,1587.6,,,,,
"Roper Technologies, Inc. (NasdaqGS:ROP)",2020.0,1194.1,,,,,
"Roper Technologies, Inc. (NasdaqGS:ROP)",2021.0,1426.2,,,,,
"Roper Technologies, Inc. (NasdaqGS:ROP)",2022.0,1619.0,,,,,
"Roper Technologies, Inc. (NasdaqGS:ROP)",,,1438.9571428571724,1408.0250000000356,1377.092857142899,1346.1607142857622,1315.2285714286254
SEB SA (ENXTPA:SK),2016.0,4629.81,,,,,
SEB SA (ENXTPA:SK),2017.0,6036.71,,,,,
SEB SA (ENXTPA:SK),2018.0,6359.58,,,,,
SEB SA (ENXTPA:SK),2019.0,6895.7,,,,,
SEB SA (ENXTPA:SK),2020.0,6568.59,,,,,
SEB SA (ENXTPA:SK),2021.0,7471.83,,,,,
SEB SA (ENXTPA:SK),2022.0,7602.02,,,,,
SEB SA (ENXTPA:SK),,,8222.87428571472,8651.298571428993,9079.722857143264,9508.147142857535,9936.571428571808
"SPX Technologies, Inc. (NYSE:SPXC)",2016.0,1096.5,,,,,
"SPX Technologies, Inc. (NYSE:SPXC)",2017.0,1095.6,,,,,
"SPX Technologies, Inc. (NYSE:SPXC)",2018.0,1102.6,,,,,
"SPX Technologies, Inc. (NYSE:SPXC)",2019.0,721.6,,,,,
"SPX Technologies, Inc. (NYSE:SPXC)",2020.0,732.6,,,,,
"SPX Technologies, Inc. (NYSE:SPXC)",2021.0,787.7,,,,,
"SPX Technologies, Inc. (NYSE:SPXC)",2022.0,937.0,,,,,
"SPX Technologies, Inc. (NYSE:SPXC)",,,715.6142857143005,663.317857142875,611.0214285714494,558.7250000000238,506.4285714285983
Safran SA (ENXTPA:SAF),2016.0,9114.06,,,,,
Safran SA (ENXTPA:SAF),2017.0,9275.33,,,,,
Safran SA (ENXTPA:SAF),2018.0,12637.67,,,,,
Safran SA (ENXTPA:SAF),2019.0,14299.2,,,,,
Safran SA (ENXTPA:SAF),2020.0,9528.91,,,,,
Safran SA (ENXTPA:SAF),2021.0,8205.84,,,,,
Safran SA (ENXTPA:SAF),2022.0,10897.61,,,,,
Safran SA (ENXTPA:SAF),,,10580.218571429179,10583.893928572066,10587.569285714953,10591.24464285784,10594.920000000728
"Samsung Electronics Co., Ltd. (KOSE:A005930)",2016.0,89193.74,,,,,
"Samsung Electronics Co., Ltd. (KOSE:A005930)",2017.0,95877.43,,,,,
"Samsung Electronics Co., Ltd. (KOSE:A005930)",2018.0,98179.06,,,,,
"Samsung Electronics Co., Ltd. (KOSE:A005930)",2019.0,109187.7,,,,,
"Samsung Electronics Co., Ltd. (KOSE:A005930)",2020.0,107147.46,,,,,
"Samsung Electronics Co., Ltd. (KOSE:A005930)",2021.0,123404.83,,,,,
"Samsung Electronics Co., Ltd. (KOSE:A005930)",2022.0,140928.33,,,,,
"Samsung Electronics Co., Ltd. (KOSE:A005930)",,,140449.35999999905,148278.89464285565,156108.42928571222,163937.96392856882,171767.49857142539
"Samsung SDI Co., Ltd. (KOSE:A006400)",2016.0,3300.15,,,,,
"Samsung SDI Co., Ltd. (KOSE:A006400)",2017.0,3841.87,,,,,
"Samsung SDI Co., Ltd. (KOSE:A006400)",2018.0,5278.6,,,,,
"Samsung SDI Co., Ltd. (KOSE:A006400)",2019.0,5845.2,,,,,
"Samsung SDI Co., Ltd. (KOSE:A006400)",2020.0,6610.47,,,,,
"Samsung SDI Co., Ltd. (KOSE:A006400)",2021.0,7768.34,,,,,
"Samsung SDI Co., Ltd. (KOSE:A006400)",2022.0,11793.35,,,,,
"Samsung SDI Co., Ltd. (KOSE:A006400)",,,11300.341428571397,12538.356071428449,13776.3707142855,15014.385357142552,16252.399999999603
Sandvik AB (publ) (OM:SAND),2016.0,4472.34,,,,,
Sandvik AB (publ) (OM:SAND),2017.0,4835.25,,,,,
Sandvik AB (publ) (OM:SAND),2018.0,5302.87,,,,,
Sandvik AB (publ) (OM:SAND),2019.0,5497.14,,,,,
Sandvik AB (publ) (OM:SAND),2020.0,4857.12,,,,,
Sandvik AB (publ) (OM:SAND),2021.0,4395.33,,,,,
Sandvik AB (publ) (OM:SAND),2022.0,6001.61,,,,,
Sandvik AB (publ) (OM:SAND),,,5517.697142857407,5634.205000000262,5750.712857143118,5867.2207142859725,5983.728571428827
Schindler Holding AG (SWX:SCHN),2016.0,3204.06,,,,,
Schindler Holding AG (SWX:SCHN),2017.0,3345.97,,,,,
Schindler Holding AG (SWX:SCHN),2018.0,3637.55,,,,,
Schindler Holding AG (SWX:SCHN),2019.0,3708.51,,,,,
Schindler Holding AG (SWX:SCHN),2020.0,3440.21,,,,,
Schindler Holding AG (SWX:SCHN),2021.0,3785.01,,,,,
Schindler Holding AG (SWX:SCHN),2022.0,3908.07,,,,,
Schindler Holding AG (SWX:SCHN),,,3974.5928571430686,4074.3346428573495,4174.0764285716305,4273.818214285912,4373.560000000193
Schlumberger Limited (NYSE:SLB),2016.0,24110.0,,,,,
Schlumberger Limited (NYSE:SLB),2017.0,26298.0,,,,,
Schlumberger Limited (NYSE:SLB),2018.0,28478.0,,,,,
Schlumberger Limited (NYSE:SLB),2019.0,28720.0,,,,,
Schlumberger Limited (NYSE:SLB),2020.0,21000.0,,,,,
Schlumberger Limited (NYSE:SLB),2021.0,19271.0,,,,,
Schlumberger Limited (NYSE:SLB),2022.0,22930.0,,,,,
Schlumberger Limited (NYSE:SLB),,,20819.285714287096,19923.857142858644,19028.42857143019,18133.00000000174,17237.571428573287
Schneider Electric S.E. (ENXTPA:SU),2016.0,16022.28,,,,,
Schneider Electric S.E. (ENXTPA:SU),2017.0,16175.07,,,,,
Schneider Electric S.E. (ENXTPA:SU),2018.0,16633.42,,,,,
Schneider Electric S.E. (ENXTPA:SU),2019.0,17424.93,,,,,
Schneider Electric S.E. (ENXTPA:SU),2020.0,15918.3,,,,,
Schneider Electric S.E. (ENXTPA:SU),2021.0,18102.92,,,,,
Schneider Electric S.E. (ENXTPA:SU),2022.0,21538.46,,,,,
Schneider Electric S.E. (ENXTPA:SU),,,20214.92857142795,20918.111428570748,21621.294285713546,22324.477142856344,23027.65999999914
Seagate Technology Holdings plc (NasdaqGS:STX),2016.0,8009.0,,,,,
Seagate Technology Holdings plc (NasdaqGS:STX),2017.0,7496.0,,,,,
Seagate Technology Holdings plc (NasdaqGS:STX),2018.0,7885.0,,,,,
Seagate Technology Holdings plc (NasdaqGS:STX),2019.0,7304.0,,,,,
Seagate Technology Holdings plc (NasdaqGS:STX),2020.0,7467.0,,,,,
Seagate Technology Holdings plc (NasdaqGS:STX),2021.0,8446.0,,,,,
Seagate Technology Holdings plc (NasdaqGS:STX),2022.0,7059.0,,,,,
Seagate Technology Holdings plc (NasdaqGS:STX),,,7471.142857143719,7422.285714286576,7373.428571429432,7324.571428572289,7275.714285715146
Seiko Epson Corporation (TSE:6724),2016.0,4394.06,,,,,
Seiko Epson Corporation (TSE:6724),2017.0,4692.68,,,,,
Seiko Epson Corporation (TSE:6724),2018.0,4580.39,,,,,
Seiko Epson Corporation (TSE:6724),2019.0,4545.03,,,,,
Seiko Epson Corporation (TSE:6724),2020.0,4218.18,,,,,
Seiko Epson Corporation (TSE:6724),2021.0,4763.82,,,,,
Seiko Epson Corporation (TSE:6724),2022.0,5527.13,,,,,
Seiko Epson Corporation (TSE:6724),,,5128.652857143069,5242.198571428775,5355.7442857144815,5469.290000000187,5582.835714285893
Sharp Corporation (TSE:6753),2016.0,11829.04,,,,,
Sharp Corporation (TSE:6753),2017.0,13130.54,,,,,
Sharp Corporation (TSE:6753),2018.0,13161.12,,,,,
Sharp Corporation (TSE:6753),2019.0,12984.38,,,,,
Sharp Corporation (TSE:6753),2020.0,13059.67,,,,,
Sharp Corporation (TSE:6753),2021.0,13836.56,,,,,
Sharp Corporation (TSE:6753),2022.0,14680.27,,,,,
Sharp Corporation (TSE:6753),,,14649.408571428961,15001.70428571466,15354.000000000362,15706.295714286061,16058.59142857176
"Shenzhen Transsion Holdings Co., Ltd. (SHSE:688036)",2016.0,1266.78,,,,,
"Shenzhen Transsion Holdings Co., Ltd. (SHSE:688036)",2017.0,2176.07,,,,,
"Shenzhen Transsion Holdings Co., Ltd. (SHSE:688036)",2018.0,2350.48,,,,,
"Shenzhen Transsion Holdings Co., Ltd. (SHSE:688036)",2019.0,2532.98,,,,,
"Shenzhen Transsion Holdings Co., Ltd. (SHSE:688036)",2020.0,3971.79,,,,,
"Shenzhen Transsion Holdings Co., Ltd. (SHSE:688036)",2021.0,5345.76,,,,,
"Shenzhen Transsion Holdings Co., Ltd. (SHSE:688036)",2022.0,5039.37,,,,,
"Shenzhen Transsion Holdings Co., Ltd. (SHSE:688036)",,,5994.527142857126,6683.0435714285095,7371.559999999893,8060.076428571277,8748.592857142661
Shimadzu Corporation (TSE:7701),2016.0,1359.7,,,,,
Shimadzu Corporation (TSE:7701),2017.0,1499.96,,,,,
Shimadzu Corporation (TSE:7701),2018.0,1571.59,,,,,
Shimadzu Corporation (TSE:7701),2019.0,1577.93,,,,,
Shimadzu Corporation (TSE:7701),2020.0,1549.23,,,,,
Shimadzu Corporation (TSE:7701),2021.0,1658.87,,,,,
Shimadzu Corporation (TSE:7701),2022.0,1808.17,,,,,
Shimadzu Corporation (TSE:7701),,,1809.474285714368,1868.0767857143653,1926.6792857143625,1985.2817857143598,2043.884285714357
"Sichuan Changhong Electric Co.,Ltd. (SHSE:600839)",2016.0,7905.86,,,,,
"Sichuan Changhong Electric Co.,Ltd. (SHSE:600839)",2017.0,9347.79,,,,,
"Sichuan Changhong Electric Co.,Ltd. (SHSE:600839)",2018.0,10014.47,,,,,
"Sichuan Changhong Electric Co.,Ltd. (SHSE:600839)",2019.0,10778.73,,,,,
"Sichuan Changhong Electric Co.,Ltd. (SHSE:600839)",2020.0,11653.22,,,,,
"Sichuan Changhong Electric Co.,Ltd. (SHSE:600839)",2021.0,12313.81,,,,,
"Sichuan Changhong Electric Co.,Ltd. (SHSE:600839)",2022.0,11210.43,,,,,
"Sichuan Changhong Electric Co.,Ltd. (SHSE:600839)",,,12958.401428571322,13582.847857142726,14207.29428571413,14831.740714285534,15456.187142856937
Siemens Aktiengesellschaft (XTRA:SIE),2016.0,59221.22,,,,,
Siemens Aktiengesellschaft (XTRA:SIE),2017.0,62127.32,,,,,
Siemens Aktiengesellschaft (XTRA:SIE),2018.0,62094.43,,,,,
Siemens Aktiengesellschaft (XTRA:SIE),2019.0,33242.44,,,,,
Siemens Aktiengesellschaft (XTRA:SIE),2020.0,37590.45,,,,,
Siemens Aktiengesellschaft (XTRA:SIE),2021.0,43573.47,,,,,
Siemens Aktiengesellschaft (XTRA:SIE),2022.0,49805.84,,,,,
Siemens Aktiengesellschaft (XTRA:SIE),,,36828.192857148206,33618.98500000555,30409.7771428629,27200.569285720245,23991.361428577595
Sirius XM Holdings Inc. (NasdaqGS:SIRI),2016.0,2460.24,,,,,
Sirius XM Holdings Inc. (NasdaqGS:SIRI),2017.0,2555.0,,,,,
Sirius XM Holdings Inc. (NasdaqGS:SIRI),2018.0,2710.0,,,,,
Sirius XM Holdings Inc. (NasdaqGS:SIRI),2019.0,3854.0,,,,,
Sirius XM Holdings Inc. (NasdaqGS:SIRI),2020.0,3941.0,,,,,
Sirius XM Holdings Inc. (NasdaqGS:SIRI),2021.0,4293.0,,,,,
Sirius XM Holdings Inc. (NasdaqGS:SIRI),2022.0,4482.0,,,,,
Sirius XM Holdings Inc. (NasdaqGS:SIRI),,,5009.64571428589,5394.370000000149,5779.094285714408,6163.8185714286665,6548.542857142926
Skyworth Group Limited (SEHK:751),2016.0,4360.59,,,,,
Skyworth Group Limited (SEHK:751),2017.0,4301.87,,,,,
Skyworth Group Limited (SEHK:751),2018.0,4472.95,,,,,
Skyworth Group Limited (SEHK:751),2019.0,4071.35,,,,,
Skyworth Group Limited (SEHK:751),2020.0,4502.62,,,,,
Skyworth Group Limited (SEHK:751),2021.0,5794.92,,,,,
Skyworth Group Limited (SEHK:751),2022.0,6192.01,,,,,
Skyworth Group Limited (SEHK:751),,,6029.477142856998,6333.406785714113,6637.336428571228,6941.266071428342,7245.195714285456
Smiths Group plc (LSE:SMIN),2016.0,2089.68,,,,,
Smiths Group plc (LSE:SMIN),2017.0,2082.4,,,,,
Smiths Group plc (LSE:SMIN),2018.0,1395.15,,,,,
Smiths Group plc (LSE:SMIN),2019.0,1879.62,,,,,
Smiths Group plc (LSE:SMIN),2020.0,1892.98,,,,,
Smiths Group plc (LSE:SMIN),2021.0,1815.27,,,,,
Smiths Group plc (LSE:SMIN),2022.0,2202.61,,,,,
Smiths Group plc (LSE:SMIN),,,1951.4385714286002,1962.2371428571664,1973.0357142857329,1983.8342857142993,1994.6328571428655
