Market,Submarket,Device,Year,Region,Market size
Wireless Communications Categories,Gray Market Handsets,Data Converters,2024,Worldwide,1.0
Wireless Communications Categories,Gray Market Handsets,Data Converters,2025,Americas,0.0
Wireless Communications Categories,Gray Market Handsets,Data Converters,2025,Asia & Oceania (excl. Japan),1.0
Wireless Communications Categories,Gray Market Handsets,Data Converters,2025,EMEA,0.0
Wireless Communications Categories,Gray Market Handsets,Data Converters,2025,Japan,0.0
Wireless Communications Categories,Gray Market Handsets,Data Converters,2025,Worldwide,1.0
Wireless Communications Categories,Gray Market Handsets,Data Converters,2026,Americas,0.0
Wireless Communications Categories,Gray Market Handsets,Data Converters,2026,Asia & Oceania (excl. Japan),1.0
Wireless Communications Categories,Gray Market Handsets,Data Converters,2026,EMEA,0.0
Wireless Communications Categories,Gray Market Handsets,Data Converters,2026,Japan,0.0
Wireless Communications Categories,Gray Market Handsets,Data Converters,2026,Worldwide,1.0
Wireless Communications Categories,Gray Market Handsets,Data Converters,2027,Americas,0.0
Wireless Communications Categories,Gray Market Handsets,Data Converters,2027,Asia & Oceania (excl. Japan),1.0
Wireless Communications Categories,Gray Market Handsets,Data Converters,2027,EMEA,0.0
Wireless Communications Categories,Gray Market Handsets,Data Converters,2027,Japan,0.0
Wireless Communications Categories,Gray Market Handsets,Data Converters,2027,Worldwide,1.0
Wireless Communications Categories,Gray Market Handsets,Interface,2008,Americas,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2008,Asia & Oceania (excl. Japan),9.138
Wireless Communications Categories,Gray Market Handsets,Interface,2008,EMEA,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2008,Japan,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2008,Worldwide,9.138
Wireless Communications Categories,Gray Market Handsets,Interface,2009,Americas,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2009,Asia & Oceania (excl. Japan),12.808
Wireless Communications Categories,Gray Market Handsets,Interface,2009,EMEA,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2009,Japan,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2009,Worldwide,12.808
Wireless Communications Categories,Gray Market Handsets,Interface,2010,Americas,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2010,Asia & Oceania (excl. Japan),20.28
Wireless Communications Categories,Gray Market Handsets,Interface,2010,EMEA,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2010,Japan,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2010,Worldwide,20.28
Wireless Communications Categories,Gray Market Handsets,Interface,2011,Americas,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2011,Asia & Oceania (excl. Japan),8.08
Wireless Communications Categories,Gray Market Handsets,Interface,2011,EMEA,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2011,Japan,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2011,Worldwide,8.08
Wireless Communications Categories,Gray Market Handsets,Interface,2012,Americas,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2012,Asia & Oceania (excl. Japan),3.405
Wireless Communications Categories,Gray Market Handsets,Interface,2012,EMEA,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2012,Japan,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2012,Worldwide,3.405
Wireless Communications Categories,Gray Market Handsets,Interface,2013,Americas,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2013,Asia & Oceania (excl. Japan),2.633
Wireless Communications Categories,Gray Market Handsets,Interface,2013,EMEA,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2013,Japan,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2013,Worldwide,2.633
Wireless Communications Categories,Gray Market Handsets,Interface,2014,Americas,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2014,Asia & Oceania (excl. Japan),4.004
Wireless Communications Categories,Gray Market Handsets,Interface,2014,EMEA,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2014,Japan,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2014,Worldwide,4.004
Wireless Communications Categories,Gray Market Handsets,Interface,2015,Americas,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2015,Asia & Oceania (excl. Japan),3.9
Wireless Communications Categories,Gray Market Handsets,Interface,2015,EMEA,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2015,Japan,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2015,Worldwide,3.9
Wireless Communications Categories,Gray Market Handsets,Interface,2016,Americas,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2016,Asia & Oceania (excl. Japan),1.736
Wireless Communications Categories,Gray Market Handsets,Interface,2016,EMEA,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2016,Japan,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2016,Worldwide,1.736
Wireless Communications Categories,Gray Market Handsets,Interface,2017,Americas,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2017,Asia & Oceania (excl. Japan),2.272
Wireless Communications Categories,Gray Market Handsets,Interface,2017,EMEA,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2017,Japan,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2017,Worldwide,2.272
Wireless Communications Categories,Gray Market Handsets,Interface,2018,Americas,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2018,Asia & Oceania (excl. Japan),3.392
Wireless Communications Categories,Gray Market Handsets,Interface,2018,EMEA,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2018,Japan,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2018,Worldwide,3.392
Wireless Communications Categories,Gray Market Handsets,Interface,2019,Americas,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2019,Asia & Oceania (excl. Japan),1.452
Wireless Communications Categories,Gray Market Handsets,Interface,2019,EMEA,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2019,Japan,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2019,Worldwide,1.452
Wireless Communications Categories,Gray Market Handsets,Interface,2020,Americas,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2020,Asia & Oceania (excl. Japan),2.0
Wireless Communications Categories,Gray Market Handsets,Interface,2020,EMEA,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2020,Japan,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2020,Worldwide,2.0
Wireless Communications Categories,Gray Market Handsets,Interface,2021,Americas,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2021,Asia & Oceania (excl. Japan),2.0
Wireless Communications Categories,Gray Market Handsets,Interface,2021,EMEA,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2021,Japan,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2021,Worldwide,2.0
Wireless Communications Categories,Gray Market Handsets,Interface,2022,Americas,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2022,Asia & Oceania (excl. Japan),2.0
Wireless Communications Categories,Gray Market Handsets,Interface,2022,EMEA,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2022,Japan,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2022,Worldwide,2.0
Wireless Communications Categories,Gray Market Handsets,Interface,2023,Americas,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2023,Asia & Oceania (excl. Japan),1.0
Wireless Communications Categories,Gray Market Handsets,Interface,2023,EMEA,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2023,Japan,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2023,Worldwide,1.0
Wireless Communications Categories,Gray Market Handsets,Interface,2024,Americas,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2024,Asia & Oceania (excl. Japan),1.0
Wireless Communications Categories,Gray Market Handsets,Interface,2024,EMEA,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2024,Japan,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2024,Worldwide,1.0
Wireless Communications Categories,Gray Market Handsets,Interface,2025,Americas,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2025,Asia & Oceania (excl. Japan),0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2025,EMEA,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2025,Japan,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2025,Worldwide,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2026,Americas,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2026,Asia & Oceania (excl. Japan),0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2026,EMEA,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2026,Japan,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2026,Worldwide,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2027,Americas,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2027,Asia & Oceania (excl. Japan),0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2027,EMEA,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2027,Japan,0.0
Wireless Communications Categories,Gray Market Handsets,Interface,2027,Worldwide,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2008,Americas,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2008,Asia & Oceania (excl. Japan),36.75
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2008,EMEA,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2008,Japan,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2008,Worldwide,36.75
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2009,Americas,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2009,Asia & Oceania (excl. Japan),45.809
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2009,EMEA,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2009,Japan,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2009,Worldwide,45.809
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2010,Americas,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2010,Asia & Oceania (excl. Japan),57.998
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2010,EMEA,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2010,Japan,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2010,Worldwide,57.998
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2011,Americas,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2011,Asia & Oceania (excl. Japan),28.236
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2011,EMEA,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2011,Japan,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2011,Worldwide,28.236
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2012,Americas,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2012,Asia & Oceania (excl. Japan),15.909
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2012,EMEA,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2012,Japan,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2012,Worldwide,15.909
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2013,Americas,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2013,Asia & Oceania (excl. Japan),15.04
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2013,EMEA,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2013,Japan,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2013,Worldwide,15.04
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2014,Americas,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2014,Asia & Oceania (excl. Japan),24.474
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2014,EMEA,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2014,Japan,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2014,Worldwide,24.474
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2015,Americas,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2015,Asia & Oceania (excl. Japan),23.669
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2015,EMEA,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2015,Japan,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2015,Worldwide,23.669
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2016,Americas,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2016,Asia & Oceania (excl. Japan),18.637
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2016,EMEA,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2016,Japan,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2016,Worldwide,18.637
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2017,Americas,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2017,Asia & Oceania (excl. Japan),26.803
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2017,EMEA,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2017,Japan,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2017,Worldwide,26.803
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2018,Americas,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2018,Asia & Oceania (excl. Japan),40.096
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2018,EMEA,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2018,Japan,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2018,Worldwide,40.096
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2019,Americas,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2019,Asia & Oceania (excl. Japan),20.009
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2019,EMEA,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2019,Japan,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2019,Worldwide,20.009
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2020,Americas,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2020,Asia & Oceania (excl. Japan),20.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2020,EMEA,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2020,Japan,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2020,Worldwide,20.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2021,Americas,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2021,Asia & Oceania (excl. Japan),26.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2021,EMEA,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2021,Japan,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2021,Worldwide,26.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2022,Americas,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2022,Asia & Oceania (excl. Japan),26.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2022,EMEA,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2022,Japan,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2022,Worldwide,26.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2023,Americas,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2023,Asia & Oceania (excl. Japan),16.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2023,EMEA,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2023,Japan,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2023,Worldwide,16.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2024,Americas,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2024,Asia & Oceania (excl. Japan),12.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2024,EMEA,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2024,Japan,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2024,Worldwide,12.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2025,Americas,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2025,Asia & Oceania (excl. Japan),11.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2025,EMEA,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2025,Japan,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2025,Worldwide,11.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2026,Americas,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2026,Asia & Oceania (excl. Japan),11.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2026,EMEA,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2026,Japan,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2026,Worldwide,11.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2027,Americas,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2027,Asia & Oceania (excl. Japan),12.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2027,EMEA,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2027,Japan,0.0
Wireless Communications Categories,Gray Market Handsets,Voltage Regulator/Reference,2027,Worldwide,12.0
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2008,Americas,0.0
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2008,Asia & Oceania (excl. Japan),0.0
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2008,EMEA,0.0
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2008,Japan,91.914
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2008,Worldwide,91.914
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2009,Americas,0.0
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2009,Asia & Oceania (excl. Japan),67.283
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2009,EMEA,0.0
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2009,Japan,12.145
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2009,Worldwide,79.428
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2010,Americas,0.0
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2010,Asia & Oceania (excl. Japan),282.653
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2010,EMEA,0.0
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2010,Japan,11.685
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2010,Worldwide,294.338
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2011,Americas,0.0
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2011,Asia & Oceania (excl. Japan),325.013
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2011,EMEA,0.0
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2011,Japan,70.043
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2011,Worldwide,395.056
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2012,Americas,0.0
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2012,Asia & Oceania (excl. Japan),531.421
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2012,EMEA,0.0
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2012,Japan,40.615
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2012,Worldwide,572.036
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2013,Americas,9.742
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2013,Asia & Oceania (excl. Japan),659.505
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2013,EMEA,0.0
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2013,Japan,21.696
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2013,Worldwide,690.943
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2014,Americas,18.5
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2014,Asia & Oceania (excl. Japan),920.95
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2014,EMEA,20.665
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2014,Japan,23.912
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2014,Worldwide,984.027
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2015,Americas,26.412
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2015,Asia & Oceania (excl. Japan),1003.229
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2015,EMEA,19.863
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2015,Japan,24.157
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2015,Worldwide,1073.661
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2016,Americas,29.237
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2016,Asia & Oceania (excl. Japan),960.723
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2016,EMEA,16.414
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2016,Japan,19.491
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2016,Worldwide,1025.865
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2017,Americas,28.495
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2017,Asia & Oceania (excl. Japan),945.254
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2017,EMEA,14.047
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2017,Japan,15.552
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2017,Worldwide,1003.348
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2018,Americas,24.636
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2018,Asia & Oceania (excl. Japan),1101.232
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2018,EMEA,12.203
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2018,Japan,13.124
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2018,Worldwide,1151.195
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2019,Americas,23.215
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2019,Asia & Oceania (excl. Japan),953.326
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2019,EMEA,10.562
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2019,Japan,9.266
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2019,Worldwide,996.369
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2020,Americas,24.639
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2020,Asia & Oceania (excl. Japan),972.19
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2020,EMEA,9.328
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2020,Japan,7.808
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2020,Worldwide,1013.965
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2021,Americas,28.831
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2021,Asia & Oceania (excl. Japan),1137.559
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2021,EMEA,10.915
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2021,Japan,9.136
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2021,Worldwide,1186.441
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2022,Americas,33.96
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2022,Asia & Oceania (excl. Japan),1339.958
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2022,EMEA,12.857
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2022,Japan,10.761
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2022,Worldwide,1397.536
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2023,Americas,22.588
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2023,Asia & Oceania (excl. Japan),891.268
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2023,EMEA,8.552
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2023,Japan,7.158
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2023,Worldwide,929.566
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2024,Americas,22.723
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2024,Asia & Oceania (excl. Japan),896.595
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2024,EMEA,8.603
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2024,Japan,7.2
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2024,Worldwide,935.121
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2025,Americas,26.3
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2025,Asia & Oceania (excl. Japan),1037.706
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2025,EMEA,9.957
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2025,Japan,8.334
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2025,Worldwide,1082.297
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2026,Americas,25.316
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2026,Asia & Oceania (excl. Japan),998.876
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2026,EMEA,9.585
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2026,Japan,8.022
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2026,Worldwide,1041.799
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2027,Americas,23.931
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2027,Asia & Oceania (excl. Japan),944.251
Wireless Communications Categories,High-Tier Smartphone,Amplifier/Comparator,2027,EMEA,9.06
